ID,name,category,reassigned_category,type,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound,ES,ES_lower_bound,ES_upper_bound
jc68f,PW91/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.7350451919710386,1.150715192628243,2.236687892235465,1.469090909090909,0.9309090909090909,2.0272727272727273,1.469090909090909,0.9309090909090909,2.0272727272727273,0.053963060775276316,0.00014216089585847479,0.46779122989275757,-0.17506873574593634,-0.6355948197611193,0.3163767318862965,-0.16363636363636364,-0.6444444444444444,0.44,-0.0,-0.0,0.05603776458047817
03cyy,Linear Regression-B3LYP/6-311G**,Mixed,Mixed,Standard,1.754749399357485,0.5451772022179411,2.7915766154630255,1.1072727272727272,0.41818181818181815,2.118181818181818,0.029090909090909098,-0.8672727272727272,1.3163636363636366,0.002361764216532644,9.261856666210312e-05,0.5754707933343892,0.12071820018379156,-1.363762522009889,1.7493909144341433,0.0909090909090909,-0.5555555555555555,0.7333333333333333,0.36084001273585564,0.07456012846602159,0.6983124991347927
hsotx,B3LYP/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.8090203275404464,1.264145417411951,2.3463588813308163,1.5572727272727276,1.0681818181818181,2.17,1.5572727272727276,1.0681818181818181,2.17,0.06882787291897934,0.0001670053187899377,0.5298704319413329,-0.19040266683532805,-0.6842015774807537,0.24305640379046087,-0.2,-0.6799999999999999,0.36,-0.0,-0.0,0.008139872918310562
ke5gu,MD/S-MBIS-GAFF-SPCE/MBAR/,Physical,Physical (MM),Standard,1.8179783977114399,1.3058643950203324,2.2864840018922266,1.5936363636363637,1.0981818181818181,2.127272727272727,-1.5936363636363637,-2.1172727272727276,-1.0872727272727272,0.622328000437937,0.17915725330237495,0.8981327160542407,1.537251239847758,0.7228179551122194,2.2147043418222796,0.5272727272727272,0.0,0.9024390243902439,0.486398936832925,0.22478785110123622,0.7862729626091892
mwuua,MD-LigParGen-wetoct,Physical,Physical (MM),Standard,1.8264222353602089,1.4562186399276476,2.1258281808616273,1.7309090909090912,1.3590909090909093,2.080909090909091,-1.7309090909090912,-2.0745454545454547,-1.3563636363636369,0.4063203454654515,0.02580417660392177,0.777432118119268,0.6699958702745334,0.14130051973831664,1.1719916904313379,0.4770842982214229,0.0,0.84,0.4863158769051872,0.28362196658222244,0.7051234132092973
fe8ws,B3PW91/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.8279919434873189,1.2197205343102908,2.3988879999624064,1.5845454545454545,1.0509090909090908,2.209090909090909,1.5845454545454545,1.0509090909090908,2.209090909090909,0.05984745457430046,0.0001715103369449802,0.5061928001813352,-0.17604908048500087,-0.7474438104110864,0.32898457583547563,-0.16363636363636364,-0.6444444444444444,0.42307692307692313,-0.0,-0.0,-0.0
5t0yn,PBE0/cc-pVTZ//B3LYP-D3/cc-pVTZ,Other,Physical (QM),Standard,1.8483801261940387,1.2689723831080444,2.365598136931661,1.6072727272727272,1.0909090909090908,2.179090909090909,1.6072727272727272,1.0909090909090908,2.179090909090909,0.0591794160945456,0.00023862969133580877,0.4452863596813049,-0.17599699385749834,-0.6233403107763295,0.31436448855803695,-0.16363636363636364,-0.6521739130434783,0.41666666666666674,-0.0,-0.0,-0.0
fyx45,LogP-prediction-Drude-FEP-HuangLab,Physical,Physical (MM),Standard,1.854946703473518,0.663996166473052,2.748920449260698,1.2536363636363637,0.5263636363636365,2.1709090909090913,0.6536363636363635,-0.30454545454545473,1.8163636363636362,0.6279157385326257,0.13268958664436595,0.9272028748970182,2.6343221111454214,1.0242791561355558,3.837909398225403,0.6727272727272727,0.10638297872340426,1.0,0.7995625510472474,0.4385010451707574,1.1155778894472363
6nmtt,MD-AMBER-wetoct,Physical,Physical (MM),Standard,1.8674532974566775,1.3663854108226898,2.440897748407708,1.6527272727272726,1.1981818181818182,2.217272727272727,-1.6527272727272726,-2.1863636363636356,-1.1963636363636363,0.41682503119771314,0.029429358212885896,0.9152470054525819,1.0995394053939425,0.34100509043647803,1.5625353478225745,0.6000000000000001,0.08,1.0,0.5697634176391602,0.3402688372994449,0.8244805293686064
eufcy,MD-LigParGen-dryoct,Physical,Physical (MM),Standard,1.9891158383014849,1.6116958883001584,2.3378369956397345,1.88,1.4781818181818183,2.2636363636363637,-1.7654545454545456,-2.2445454545454546,-1.1400000000000001,0.5430010278634905,0.19703028548092205,0.8973399218205206,1.4251701186458958,0.5014249444178844,2.47244574428838,0.6605782590758164,0.19606959042763458,0.9999999999999999,0.41374918670487426,0.2181430568822072,0.6504146074726248
tzzb5,Alchemical-CGenFF,Physical,Physical (MM),Standard,2.1188654768745727,1.5575271776411832,2.555228152062142,1.866363636363637,1.2709090909090908,2.4363636363636365,1.4336363636363638,0.41727272727272724,2.2509090909090914,0.1951258168546237,0.002370682936725518,0.6256759809319146,-0.7599122712373921,-1.7233413539129667,0.2782142748980024,-0.2,-0.6170212765957447,0.3469387755102041,0.6625136702797736,0.349128562924817,0.9878317205864032
3oqhx,MD-CHARMM-dryoct,Physical,Physical (MM),Standard,2.1433024645498486,1.18936958091251,2.8549494502768984,1.6418181818181816,0.8345454545454545,2.4881818181818187,1.1054545454545452,0.00909090909090906,2.26,0.033135258095318414,0.0001263851327889836,0.41470962168560555,-0.43530654840521904,-1.8988463235249677,1.064468720170906,0.0,-0.5000000000000001,0.5000000000000001,0.745241358306685,0.38260171380317576,1.1150795298808092
bzeez,FS-AGM (Fast switching Annihilation/Growth Method),Physical,Physical (MM),Standard,2.201571752593629,1.8199100876891494,2.5190636788659826,2.0681818181818183,1.5854545454545457,2.480909090909091,-2.0681818181818183,-2.4727272727272727,-1.5827272727272728,0.6307059269146391,0.08765025220282568,0.9523393610214577,1.3894107886287443,0.5958190784753532,2.034223923302738,0.5272727272727272,0.0,0.9148936170212767,0.22833174135138506,0.05576089815468528,0.49035812672176315
ynquk,TWOVAR,Empirical,Empirical,Standard,2.259181267627722,1.894717537115901,2.581794654182171,2.13,1.6781818181818182,2.5472727272727274,2.13,1.6781818181818182,2.5472727272727274,0.07870599216100965,0.00017742482066786407,0.7394304968809761,0.24585074204841814,-0.27987205848754854,0.6083291994199803,0.38181818181818183,-0.061224489795918366,0.7959183673469388,1.0709193349668455,0.9532234173622937,1.195841466284591
5svjv,FS-GM (Fast switching Growth Method),Physical,Physical (MM),Standard,2.2648158664869222,1.8675676937956198,2.6863256419402046,2.1409090909090907,1.7300000000000002,2.5999999999999996,-2.028181818181818,-2.5736363636363633,-1.3963636363636363,0.3885142315082679,0.027885725755402487,0.9156359454392767,1.1952411424829692,0.3333728434084023,1.75553787006881,0.4403855060505442,-0.1372549019607843,0.9199999999999999,0.7441892658886722,0.5786231432645321,0.9510638592411093
odex0,InterX_ARROW_2017_PIMD_SOLVENT2_WET_OCTANOL,Physical,Physical (MM),Standard,2.288195001226155,1.62029739133396,2.819977433823315,1.9800000000000002,1.309090909090909,2.6345454545454547,1.7309090909090907,0.8090909090909093,2.606363636363636,0.09320878946465656,0.00024102460476738046,0.651163196312815,-0.5275910306827438,-1.7341094667920185,0.8285400172041502,-0.0909090909090909,-0.6250000000000001,0.5000000000000001,1.0908537176239326,0.8962719935766991,1.286570594016917
padym,InterX_ARROW_2017_PIMD_WET_OCTANOL,Physical,Physical (MM),Standard,2.2882883639007643,1.645160948191558,2.832350453405985,1.986363636363636,1.3372727272727274,2.684545454545454,1.717272727272727,0.8345454545454545,2.6154545454545457,0.12393861891061794,0.0005670857404041539,0.6978969014769626,-0.6037267981978025,-1.90423814127802,0.7958343259708002,-0.1272727272727273,-0.7021276595744682,0.5555555555555555,1.093317828813489,0.9071251574677798,1.2722289131608457
pnc4j,LogP-prediction-Drude-Umbrella-HuangLab,Physical,Physical (MM),Standard,2.289954346508006,1.6984565185645892,2.877274594283467,2.0327272727272727,1.4218181818181816,2.6772727272727272,2.0327272727272727,1.4218181818181816,2.6772727272727272,0.04476436331786514,0.0002146782404596909,0.6496937440532606,0.30796590558182624,-0.8534722996321482,1.2990691113136967,0.2,-0.3725490196078431,0.7142857142857143,0.38963412101831474,0.16454171684870636,0.697592646427731
fcspk,ARROW_2017_PIMD_SOLVENT2,Physical,Physical (MM),Standard,2.401866698291901,1.711240910726907,2.9742134177872064,2.1,1.4054545454545455,2.8063636363636366,1.9690909090909094,1.1136363636363635,2.7818181818181817,0.1116530171472574,0.00044510017560661164,0.6649470516203854,-0.5017132779974921,-1.6210112260231588,0.5613979527948864,-0.16363636363636364,-0.6799999999999999,0.41176470588235287,1.0616719963453634,0.8668687791574955,1.2734471254343345
6cm6a,ARROW_2017_PIMD,Physical,Physical (MM),Standard,2.4111577754642726,1.762299634000983,2.9580322083193322,2.104545454545455,1.4018181818181819,2.798181818181818,1.9372727272727275,1.0709090909090908,2.7627272727272727,0.1890354329373138,0.0011352924651365287,0.7011605765536415,-0.6615541161457381,-1.7955671749433342,0.4495577991703848,-0.2727272727272727,-0.7083333333333334,0.30612244897959184,1.056328474327561,0.8579259936043858,1.2607943297756001
bq6fo,Extended solvent-contact model approach,Mixed,Mixed,Standard,2.5771548794605406,1.7204729793656375,3.3326034049291637,2.1545454545454548,1.3345454545454545,3.0009090909090905,1.5545454545454547,0.33363636363636356,2.7390909090909092,0.1038155987831204,0.0003724171999991088,0.5796694254461738,1.0494767154172695,-0.9504493074723674,2.8136804918078395,0.0909090909090909,-0.39999999999999997,0.6326530612244898,0.2278056951423786,0.0027409776153494753,0.412281794648172
623c0,MD-OPLSAA-wetoct,Physical,Physical (MM),Standard,2.6652238521028924,2.1141923022537688,3.2398498842889727,2.5327272727272727,2.066363636363637,3.075454545454545,-2.5327272727272727,-3.0736363636363633,-2.060909090909091,0.22421390381505418,0.005453992663925222,0.8053875349044528,0.6409110695244862,-0.1044528900089419,1.1142402030936942,0.38181818181818183,-0.10638297872340426,0.8461538461538463,0.1805999695446932,0.09056300787684983,0.3031687362431995
4nfzz,MD/S-HI-GAFF-TIP3P/MBAR/,Physical,Physical (MM),Standard,2.6670617131626675,2.0011973688496867,3.349738117307897,2.436363636363636,1.8463636363636367,3.0900000000000003,-2.436363636363636,-3.0772727272727276,-1.8454545454545452,0.39695161742081775,0.05470058703699155,0.8643829651007302,1.2983801058846725,0.6106623367225095,1.8622206981193372,0.41818181818181815,-0.10204081632653061,0.8750000000000001,0.19541232332461209,0.060882927031853495,0.39478383653806226
eg52i,ARROW_2017,Physical,Physical (MM),Standard,2.8615571094963475,2.0025302176814392,3.5746290335184048,2.4109090909090907,1.5,3.357272727272728,2.061818181818182,0.9199999999999999,3.2709090909090914,0.14711756247309649,0.0028809455143939426,0.5876727444288677,-0.9384150039250989,-2.188680453718263,0.42300218362481806,-0.16363636363636364,-0.6170212765957447,0.38775510204081637,0.956241261403436,0.7089718565278182,1.210072400570345
cp8kv,MD-OPLSAA-dryoct,Physical,Physical (MM),Standard,2.877285652706858,2.2921982303615733,3.609283484672169,2.7209090909090907,2.255454545454546,3.369090909090909,-2.7209090909090907,-3.3536363636363635,-2.2490909090909095,0.23919943635626245,0.0034794270476142166,0.9256290858760932,0.7771176004434804,0.0530218934524868,1.5799759133478959,0.587180674734059,0.13043478260869565,1.0,0.12301175297977493,0.05938784833257197,0.22293284604842398
5585v,Alchemical-CGenFF,Physical,Physical (MM),Standard,2.8805460340958713,2.016470814431626,3.68905629716278,2.5545454545454547,1.8036363636363637,3.409090909090909,2.4,1.4336363636363634,3.3627272727272723,0.042817795974149545,0.00013277503649984342,0.5983262933614685,-0.40837962222313157,-1.9835302936766912,0.6377727049534828,-0.2,-0.7551020408163265,0.3469387755102041,0.4633359635643785,0.20194637097332394,0.7463765106524358
j4nb3,FOURVAR,Empirical,Empirical,Standard,2.8895045187084176,2.3628892175778056,3.386357657102714,2.6290909090909094,1.8281818181818184,3.3181818181818183,2.6290909090909094,1.8281818181818184,3.3181818181818183,0.006018648105498676,9.670241518376346e-05,0.8146167919039444,0.12215058244010953,-0.7406177019027101,0.9780262543454574,0.16363636363636364,-0.3488372093023256,0.7872340425531915,0.8884089870841814,0.7151459778229994,1.0925979761064277
hf4wj,MD/S-HI-GAFF-SPCE/MBAR/,Physical,Physical (MM),Standard,3.28408697703445,2.4976552640790555,4.09408442423056,3.0372727272727276,2.341818181818182,3.8172727272727274,-3.0372727272727276,-3.8127272727272725,-2.3390909090909093,0.33562433255157703,0.024205393185907403,0.8325621918012562,1.3132117730660042,0.43196295071962554,1.952267527400235,0.38181818181818183,-0.1914893617021277,0.8260869565217392,0.08580090535321236,0.013594141506430226,0.2022786106842754
pku5g,SAMPL5_49_retro3,Empirical,Empirical,Standard,4.868042354338791,4.0421731329030965,5.738860355664545,4.68,3.916363636363636,5.547272727272728,4.68,3.916363636363636,5.547272727272728,0.4867817674201659,0.06715488724650948,0.9073868038799622,1.797284426470424,0.4932852558764421,3.0092177746776136,0.5636363636363636,0.0588235294117647,0.96,0.39063084015116917,0.23885266553151435,0.5741655938092668
po4g2,SAMPL5_49,Empirical,Empirical,Standard,5.460733383979582,4.317620346272407,6.593434061797595,5.166363636363637,4.1490909090909085,6.251818181818183,5.166363636363637,4.1490909090909085,6.251818181818183,0.5058957027465107,0.03182484847756088,0.8895204791967223,2.325859522365625,0.40106429680992417,3.6866782217021226,0.5636363636363636,-0.04166666666666667,0.9615384615384616,0.34054570372523785,0.1831471406619877,0.5224746321137368
